Timestamp,x,y
1610094864.6458018,0.0,0.0
1610094864.8043675,0.0,0.0
1610094865.0269902,0.0,0.0
1610094865.21085,0.0,0.0
1610094865.4072304,0.0,0.0
1610094865.653391,0.0,0.0
1610094865.8100457,0.0,0.0
1610094866.037036,0.0,0.0
1610094866.2167122,0.0,0.0
1610094866.416791,0.0,0.0
1610094866.6544592,0.0,0.0
1610094866.8114548,0.0,0.0
1610094867.0320756,0.0,0.0
1610094867.209952,0.0,0.0
1610094867.4187932,0.0,0.0
1610094867.6537952,0.0,0.0
1610094867.812798,0.0,0.0
1610094868.0434065,0.0,0.0
1610094868.2182238,0.0,0.0
1610094868.4149141,0.0,0.0
1610094868.6591775,0.0,0.0
1610094868.8197653,0.0,0.0
1610094869.039753,0.0,0.0
1610094869.2242553,0.0,0.0
1610094869.4144804,0.0,0.0
1610094869.655718,0.0,0.0
1610094869.819308,0.0,0.0
1610094870.0394175,0.0,0.0
1610094870.219119,0.0,0.0
1610094870.4222064,0.0,0.0
1610094870.6595361,0.0,0.0
1610094870.8164203,0.0,0.0
1610094871.0419648,0.0,0.0
1610094871.2274911,0.0,0.0
1610094871.4226458,0.0,0.0
1610094871.663427,0.0,0.0
1610094871.822149,0.0,0.0
1610094872.0430317,0.0,0.0
1610094872.223202,0.0,0.0
1610094872.4232824,0.0,0.0
1610094872.6613133,0.0,0.0
1610094872.8214643,0.0,0.0
1610094873.0511146,0.0,0.0
1610094873.2274237,0.0,0.0
1610094873.4248528,0.0,0.0
1610094873.6694784,0.0,0.0
1610094873.8245509,0.0,0.0
1610094874.050993,0.0,0.0
1610094874.223921,0.0,0.0
1610094874.4300082,0.0,0.0
1610094874.6679614,0.0,0.0
1610094874.8275688,0.0,0.0
1610094875.0470164,0.0,0.0
1610094875.2324085,0.0,0.0
1610094875.4318953,0.0,0.0
1610094875.6752484,0.0,0.0
1610094875.836844,0.0,0.0
1610094876.0573332,0.0,0.0
1610094876.2390385,0.0,0.0
1610094876.442931,0.0,0.0
1610094876.683262,0.0,0.0
1610094876.8419056,0.0,0.0
1610094877.0659246,0.0,0.0
1610094877.2473001,0.0,0.0
1610094877.44865,0.0,0.0
1610094877.6816466,0.0,0.0
1610094877.8430152,0.0,0.0
1610094878.0643024,0.0,0.0
1610094878.2473662,0.0,0.0
1610094878.4485424,0.0,0.0
1610094878.699215,0.0,0.0
1610094878.8503861,0.0,0.0
1610094879.0700881,0.002332531475937949,-0.0002502393769650563
1610094879.2445607,0.02233634911737668,0.00426256682847155
1610094879.4470956,0.017706595537121186,0.01758754969002331
1610094879.688716,0.002887563469202945,0.026397696017288388
1610094879.8482437,-0.004994384922895825,0.02920633847745319
1610094880.0707283,-0.011877805171382925,0.03278930502671433
1610094880.2558985,-0.014289224131698476,0.037644113602298725
1610094880.4524686,-0.01348681796072679,0.04248737998926318
1610094880.6915336,-0.010416102104356105,0.04687326042753298
1610094880.8490605,-0.0021406158364687504,0.052766184717634154
1610094881.0704865,0.006389809473033173,0.05799263569632099
1610094881.2516255,0.012210555000884298,0.06208694870403728
1610094881.4544485,0.015657837766630944,0.06537119545213407
1610094881.7049475,0.017434943060465263,0.07070978039318147
1610094881.854282,0.016339256574310856,0.07123047101415542
1610094882.0836873,0.011606203961164938,0.07156215989448433
1610094882.2528734,0.006070485780455613,0.07355171906547846
1610094882.4522836,0.0029592404074674835,0.08000363000813235
1610094882.6975217,0.002345636796793894,0.09188812509299005
1610094882.855406,0.004801434045733523,0.10241904784483088
1610094883.076211,0.007976051031505282,0.11951379821373068
1610094883.256419,0.007279703812878698,0.13456124909013453
1610094883.4590752,0.0052335140383975055,0.14768344605088857
1610094883.700434,-0.0025719652788959158,0.1605469146110029
1610094883.8581572,-0.009518898637254638,0.16339481928571467
1610094884.0820022,-0.023490719261867396,0.16414660385396682
1610094884.256104,-0.04282370428975629,0.15901899393748722
1610094884.4581854,-0.06155060473959024,0.15345917150577734
1610094884.706639,-0.06721354546717222,0.15883386786414597
1610094884.8561218,-0.0615165781059433,0.17318640199353663
1610094885.0838323,-0.061736069248546424,0.1851130870130813
1610094885.2587354,-0.06148249999257033,0.1971772248212963
1610094885.4628124,-0.06259223810301784,0.20677458790472186
1610094885.7042274,-0.064370817376729,0.21780327619452058
1610094885.867711,-0.04759043900090789,0.24038721985662004
1610094886.0926998,-0.012241375375902822,0.291908443856861
1610094886.272479,0.008346137939800997,0.3282721829236166
1610094886.4745045,0.01952825697433569,0.35669187220642967
1610094886.706929,0.03131274252532283,0.3934786354770298
1610094886.8677313,0.032450572742917266,0.4062349363552186
1610094887.0886657,0.025955735698359593,0.41683109237455024
1610094887.2751648,0.017662790162008307,0.42587337270209336
1610094887.478251,0.008782221957392833,0.4335449026139612
1610094887.7221768,-0.003961893353579724,0.4428827860114452
1610094887.8772607,-0.007318961914131211,0.4350249759654966
1610094888.0913177,0.015233374172706291,0.38596118642951743
1610094888.2765667,0.136004374583345,0.2605088436327764
1610094888.4761958,0.28949244266660723,0.10554603436304044
1610094888.7170677,0.39432507654647886,-0.03219984553303909
1610094888.8763175,0.4266144319264483,-0.09701775217807602
1610094889.0965817,0.5644990548541131,-0.16656758463542187
1610094889.3008077,0.6936048934662029,-0.16103622499095976
1610094889.4853988,0.7868825223306222,-0.12119032899572463
1610094889.7272725,0.9628970122014148,-0.010184451777406636
1610094889.8846052,1.065599686324156,0.04306050670283944
1610094890.1030133,1.2469613809142863,0.14338064874414094
1610094890.2864816,1.285367107578624,0.24303122030578264
1610094890.4869962,1.2957770428631223,0.4210676562832397
1610094890.734659,1.3316610805229476,0.6001584579433719
1610094890.8916416,1.3839508845563337,0.6487860433094417
1610094891.1117666,1.5072658284453075,0.7130481307054534
1610094891.2928872,1.592192836514939,0.7514013155388042
1610094891.4999871,1.7081918458207301,0.7017843683946138
1610094891.7407606,1.735844456774569,0.6151697226828564
1610094891.8986561,1.7466319774424794,0.5944434079299461
